filename,date,strain,plasmid,backbone,iptg_concentration
Huseyin2019-09-26.0033.fcs,2019-09-26,DH5α,1818,pSeva221,200
Huseyin2019-09-26.0034.fcs,2019-09-26,DH5α,1818,pSeva221,500
Huseyin2019-09-26.0035.fcs,2019-09-26,DH5α,1818,pSeva221,1000
Huseyin2019-09-26.0036.fcs,2019-09-26,DH5α,1818,pSeva221,2000
Huseyin2019-09-26.0037.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,0
Huseyin2019-09-26.0038.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,5
Huseyin2019-09-26.0039.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,10
Huseyin2019-09-26.0040.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,20
Huseyin2019-09-26.0041.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,30
Huseyin2019-09-26.0042.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,40
Huseyin2019-09-26.0043.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,70
Huseyin2019-09-26.0044.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,100
Huseyin2019-09-26.0045.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,200
Huseyin2019-09-26.0046.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,500
Huseyin2019-09-26.0047.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,1000
Huseyin2019-09-26.0048.fcs,2019-09-26,DH5α,AmeR-F1,pSeva221,2000
Huseyin2019-09-26.0049.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,0
Huseyin2019-09-26.0050.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,5
Huseyin2019-09-26.0051.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,10
Huseyin2019-09-26.0052.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,20
Huseyin2019-09-26.0053.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,30
Huseyin2019-09-26.0054.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,40
Huseyin2019-09-26.0055.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,70
Huseyin2019-09-26.0056.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,100
Huseyin2019-09-26.0057.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,200
Huseyin2019-09-26.0058.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,500
Huseyin2019-09-26.0059.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,1000
Huseyin2019-09-26.0060.fcs,2019-09-26,DH5α,AmtR-A1,pSeva221,2000
Huseyin2019-09-26.0061.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,0
Huseyin2019-09-26.0062.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,5
Huseyin2019-09-26.0063.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,10
Huseyin2019-09-26.0064.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,20
Huseyin2019-09-26.0065.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,30
Huseyin2019-09-26.0066.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,40
Huseyin2019-09-26.0067.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,70
Huseyin2019-09-26.0068.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,100
Huseyin2019-09-26.0069.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,200
Huseyin2019-09-26.0070.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,500
Huseyin2019-09-26.0071.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,1000
Huseyin2019-09-26.0072.fcs,2019-09-26,DH5α,BetI-E1,pSeva221,2000
Huseyin2019-09-26.0073.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,0
Huseyin2019-09-26.0074.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,5
Huseyin2019-09-26.0075.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,10
Huseyin2019-09-26.0076.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,20
Huseyin2019-09-26.0077.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,30
Huseyin2019-09-26.0078.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,40
Huseyin2019-09-26.0079.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,70
Huseyin2019-09-26.0080.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,100
Huseyin2019-09-26.0081.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,200
Huseyin2019-09-26.0082.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,500
Huseyin2019-09-26.0083.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,1000
Huseyin2019-09-26.0084.fcs,2019-09-26,DH5α,BM3R1-B1,pSeva221,2000
Huseyin2019-09-26.0085.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,0
Huseyin2019-09-26.0086.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,5
Huseyin2019-09-26.0087.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,10
Huseyin2019-09-26.0088.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,20
Huseyin2019-09-26.0089.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,30
Huseyin2019-09-26.0090.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,40
Huseyin2019-09-26.0091.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,70
Huseyin2019-09-26.0092.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,100
Huseyin2019-09-26.0093.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,200
Huseyin2019-09-26.0094.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,500
Huseyin2019-09-26.0095.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,1000
Huseyin2019-09-26.0096.fcs,2019-09-26,DH5α,BM3R1-B2,pSeva221,2000
Huseyin2019-09-26.0101.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,0
Huseyin2019-09-26.0102.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,5
Huseyin2019-09-26.0103.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,10
Huseyin2019-09-26.0104.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,20
Huseyin2019-09-26.0105.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,30
Huseyin2019-09-26.0106.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,40
Huseyin2019-09-26.0107.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,70
Huseyin2019-09-26.0108.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,100
Huseyin2019-09-26.0109.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,200
Huseyin2019-09-26.0110.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,500
Huseyin2019-09-26.0111.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,1000
Huseyin2019-09-26.0112.fcs,2019-09-26,DH5α,BM3R1-B3,pSeva221,2000
Huseyin2019-09-26.0113.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,0
Huseyin2019-09-26.0114.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,5
Huseyin2019-09-26.0115.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,10
Huseyin2019-09-26.0116.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,20
Huseyin2019-09-26.0117.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,30
Huseyin2019-09-26.0118.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,40
Huseyin2019-09-26.0119.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,70
Huseyin2019-09-26.0120.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,100
Huseyin2019-09-26.0121.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,200
Huseyin2019-09-26.0122.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,500
Huseyin2019-09-26.0123.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,1000
Huseyin2019-09-26.0124.fcs,2019-09-26,DH5α,HIyIIR-H1,pSeva221,2000
Huseyin2019-09-26.0125.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,0
Huseyin2019-09-26.0126.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,5
Huseyin2019-09-26.0127.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,10
Huseyin2019-09-26.0128.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,20
Huseyin2019-09-26.0129.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,30
Huseyin2019-09-26.0130.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,40
Huseyin2019-09-26.0131.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,70
Huseyin2019-09-26.0132.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,100
Huseyin2019-09-26.0133.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,200
Huseyin2019-09-26.0134.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,500
Huseyin2019-09-26.0135.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,1000
Huseyin2019-09-26.0136.fcs,2019-09-26,DH5α,lcaRA-I1,pSeva221,2000
Huseyin2019-09-26.0137.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,0
Huseyin2019-09-26.0138.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,5
Huseyin2019-09-26.0139.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,10
Huseyin2019-09-26.0140.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,20
Huseyin2019-09-26.0141.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,30
Huseyin2019-09-26.0142.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,40
Huseyin2019-09-26.0143.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,70
Huseyin2019-09-26.0144.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,100
Huseyin2019-09-26.0145.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,200
Huseyin2019-09-26.0146.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,500
Huseyin2019-09-26.0147.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,1000
Huseyin2019-09-26.0148.fcs,2019-09-26,DH5α,LitR-L1,pSeva221,2000
Huseyin2019-09-26.0149.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,0
Huseyin2019-09-26.0150.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,5
Huseyin2019-09-26.0151.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,10
Huseyin2019-09-26.0152.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,20
Huseyin2019-09-26.0153.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,30
Huseyin2019-09-26.0154.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,40
Huseyin2019-09-26.0155.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,70
Huseyin2019-09-26.0156.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,100
Huseyin2019-09-26.0157.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,200
Huseyin2019-09-26.0158.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,500
Huseyin2019-09-26.0159.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,1000
Huseyin2019-09-26.0160.fcs,2019-09-26,DH5α,LmrA-N1,pSeva221,2000
Huseyin2019-09-26.0161.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,0
Huseyin2019-09-26.0162.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,5
Huseyin2019-09-26.0163.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,10
Huseyin2019-09-26.0164.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,20
Huseyin2019-09-26.0165.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,30
Huseyin2019-09-26.0166.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,40
Huseyin2019-09-26.0167.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,70
Huseyin2019-09-26.0168.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,100
Huseyin2019-09-26.0169.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,200
Huseyin2019-09-26.0170.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,500
Huseyin2019-09-26.0171.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,1000
Huseyin2019-09-26.0172.fcs,2019-09-26,DH5α,PhIF-P1,pSeva221,2000
Huseyin2019-09-26.0173.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,0
Huseyin2019-09-26.0174.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,5
Huseyin2019-09-26.0175.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,10
Huseyin2019-09-26.0176.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,20
Huseyin2019-09-26.0177.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,30
Huseyin2019-09-26.0178.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,40
Huseyin2019-09-26.0179.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,70
Huseyin2019-09-26.0180.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,100
Huseyin2019-09-26.0181.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,200
Huseyin2019-09-26.0182.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,500
Huseyin2019-09-26.0183.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,1000
Huseyin2019-09-26.0184.fcs,2019-09-26,DH5α,PhIF-P2,pSeva221,2000
Huseyin2019-09-26.0185.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,0
Huseyin2019-09-26.0186.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,5
Huseyin2019-09-26.0187.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,10
Huseyin2019-09-26.0188.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,20
Huseyin2019-09-26.0189.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,30
Huseyin2019-09-26.0190.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,40
Huseyin2019-09-26.0191.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,70
Huseyin2019-09-26.0192.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,100
Huseyin2019-09-26.0193.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,200
Huseyin2019-09-26.0194.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,500
Huseyin2019-09-26.0195.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,1000
Huseyin2019-09-26.0196.fcs,2019-09-26,DH5α,PhIF-P3,pSeva221,2000
Huseyin2019-09-26.0201.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,0
Huseyin2019-09-26.0202.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,5
Huseyin2019-09-26.0203.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,10
Huseyin2019-09-26.0204.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,20
Huseyin2019-09-26.0205.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,30
Huseyin2019-09-26.0206.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,40
Huseyin2019-09-26.0207.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,70
Huseyin2019-09-26.0208.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,100
Huseyin2019-09-26.0209.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,200
Huseyin2019-09-26.0210.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,500
Huseyin2019-09-26.0211.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,1000
Huseyin2019-09-26.0212.fcs,2019-09-26,DH5α,PsrA-R1,pSeva221,2000
Huseyin2019-09-26.0213.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,0
Huseyin2019-09-26.0214.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,5
Huseyin2019-09-26.0215.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,10
Huseyin2019-09-26.0216.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,20
Huseyin2019-09-26.0217.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,30
Huseyin2019-09-26.0218.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,40
Huseyin2019-09-26.0219.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,70
Huseyin2019-09-26.0220.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,100
Huseyin2019-09-26.0221.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,200
Huseyin2019-09-26.0222.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,500
Huseyin2019-09-26.0223.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,1000
Huseyin2019-09-26.0224.fcs,2019-09-26,DH5α,QacR-Q1,pSeva221,2000
Huseyin2019-09-26.0225.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,0
Huseyin2019-09-26.0226.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,5
Huseyin2019-09-26.0227.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,10
Huseyin2019-09-26.0228.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,20
Huseyin2019-09-26.0229.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,30
Huseyin2019-09-26.0230.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,40
Huseyin2019-09-26.0231.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,70
Huseyin2019-09-26.0232.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,100
Huseyin2019-09-26.0233.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,200
Huseyin2019-09-26.0234.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,500
Huseyin2019-09-26.0235.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,1000
Huseyin2019-09-26.0236.fcs,2019-09-26,DH5α,QacR-Q2,pSeva221,2000
Huseyin2019-09-26.0237.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,0
Huseyin2019-09-26.0238.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,5
Huseyin2019-09-26.0239.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,10
Huseyin2019-09-26.0240.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,20
Huseyin2019-09-26.0241.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,30
Huseyin2019-09-26.0242.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,40
Huseyin2019-09-26.0243.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,70
Huseyin2019-09-26.0244.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,100
Huseyin2019-09-26.0245.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,200
Huseyin2019-09-26.0246.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,500
Huseyin2019-09-26.0247.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,1000
Huseyin2019-09-26.0248.fcs,2019-09-26,DH5α,SrpR-S1,pSeva221,2000
Huseyin2019-09-26.0249.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,0
Huseyin2019-09-26.0250.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,5
Huseyin2019-09-26.0251.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,10
Huseyin2019-09-26.0252.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,20
Huseyin2019-09-26.0253.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,30
Huseyin2019-09-26.0254.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,40
Huseyin2019-09-26.0255.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,70
Huseyin2019-09-26.0256.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,100
Huseyin2019-09-26.0257.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,200
Huseyin2019-09-26.0258.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,500
Huseyin2019-09-26.0259.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,1000
Huseyin2019-09-26.0260.fcs,2019-09-26,DH5α,SrpR-S2,pSeva221,2000
Huseyin2019-09-26.0261.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,0
Huseyin2019-09-26.0262.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,5
Huseyin2019-09-26.0263.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,10
Huseyin2019-09-26.0264.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,20
Huseyin2019-09-26.0265.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,30
Huseyin2019-09-26.0266.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,40
Huseyin2019-09-26.0267.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,70
Huseyin2019-09-26.0268.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,100
Huseyin2019-09-26.0269.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,200
Huseyin2019-09-26.0270.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,500
Huseyin2019-09-26.0271.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,1000
Huseyin2019-09-26.0272.fcs,2019-09-26,DH5α,SrpR-S3,pSeva221,2000
Huseyin2019-09-26.0273.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,0
Huseyin2019-09-26.0274.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,5
Huseyin2019-09-26.0275.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,10
Huseyin2019-09-26.0276.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,20
Huseyin2019-09-26.0277.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,30
Huseyin2019-09-26.0278.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,40
Huseyin2019-09-26.0279.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,70
Huseyin2019-09-26.0280.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,100
Huseyin2019-09-26.0281.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,200
Huseyin2019-09-26.0282.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,500
Huseyin2019-09-26.0283.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,1000
Huseyin2019-09-26.0284.fcs,2019-09-26,DH5α,SrpR-S4,pSeva221,2000
Huseyin2019-09-26.0285.fcs,2019-09-26,DH5α,Empty,Empty,0
Huseyin2019-09-26.0286.fcs,2019-09-26,DH5α,Empty,Empty,5
Huseyin2019-09-26.0287.fcs,2019-09-26,DH5α,Empty,Empty,10
Huseyin2019-09-26.0288.fcs,2019-09-26,DH5α,Empty,Empty,20
Huseyin2019-09-26.0289.fcs,2019-09-26,DH5α,Empty,Empty,30
Huseyin2019-09-26.0290.fcs,2019-09-26,DH5α,Empty,Empty,40
Huseyin2019-09-26.0291.fcs,2019-09-26,DH5α,Empty,Empty,70
Huseyin2019-09-26.0292.fcs,2019-09-26,DH5α,Empty,Empty,100
Huseyin2019-09-26.0293.fcs,2019-09-26,DH5α,Empty,Empty,200
Huseyin2019-09-26.0294.fcs,2019-09-26,DH5α,Empty,Empty,500
Huseyin2019-09-26.0295.fcs,2019-09-26,DH5α,Empty,Empty,1000
Huseyin2019-09-26.0296.fcs,2019-09-26,DH5α,Empty,Empty,2000
Huseyin2019-09-27.0001.fcs,2019-09-27,CC118λPir,1201,pSeva221,0
Huseyin2019-09-27.0002.fcs,2019-09-27,CC118λPir,1201,pSeva221,5
Huseyin2019-09-27.0003.fcs,2019-09-27,CC118λPir,1201,pSeva221,10
Huseyin2019-09-27.0004.fcs,2019-09-27,CC118λPir,1201,pSeva221,20
Huseyin2019-09-27.0005.fcs,2019-09-27,CC118λPir,1201,pSeva221,30
Huseyin2019-09-27.0006.fcs,2019-09-27,CC118λPir,1201,pSeva221,40
Huseyin2019-09-27.0007.fcs,2019-09-27,CC118λPir,1201,pSeva221,70
Huseyin2019-09-27.0008.fcs,2019-09-27,CC118λPir,1201,pSeva221,100
Huseyin2019-09-27.0009.fcs,2019-09-27,CC118λPir,1201,pSeva221,200
Huseyin2019-09-27.0010.fcs,2019-09-27,CC118λPir,1201,pSeva221,500
Huseyin2019-09-27.0011.fcs,2019-09-27,CC118λPir,1201,pSeva221,1000
Huseyin2019-09-27.0012.fcs,2019-09-27,CC118λPir,1201,pSeva221,2000
Huseyin2019-09-27.0013.fcs,2019-09-27,CC118λPir,1717,pSeva221,0
Huseyin2019-09-27.0014.fcs,2019-09-27,CC118λPir,1717,pSeva221,5
Huseyin2019-09-27.0015.fcs,2019-09-27,CC118λPir,1717,pSeva221,10
Huseyin2019-09-27.0016.fcs,2019-09-27,CC118λPir,1717,pSeva221,20
Huseyin2019-09-27.0017.fcs,2019-09-27,CC118λPir,1717,pSeva221,30
Huseyin2019-09-27.0018.fcs,2019-09-27,CC118λPir,1717,pSeva221,40
Huseyin2019-09-27.0019.fcs,2019-09-27,CC118λPir,1717,pSeva221,70
Huseyin2019-09-27.0020.fcs,2019-09-27,CC118λPir,1717,pSeva221,100
Huseyin2019-09-27.0021.fcs,2019-09-27,CC118λPir,1717,pSeva221,200
Huseyin2019-09-27.0022.fcs,2019-09-27,CC118λPir,1717,pSeva221,500
Huseyin2019-09-27.0023.fcs,2019-09-27,CC118λPir,1717,pSeva221,1000
Huseyin2019-09-27.0024.fcs,2019-09-27,CC118λPir,1717,pSeva221,2000
Huseyin2019-09-27.0025.fcs,2019-09-27,CC118λPir,1818,pSeva221,0
Huseyin2019-09-27.0026.fcs,2019-09-27,CC118λPir,1818,pSeva221,5
Huseyin2019-09-27.0027.fcs,2019-09-27,CC118λPir,1818,pSeva221,10
Huseyin2019-09-27.0028.fcs,2019-09-27,CC118λPir,1818,pSeva221,20
Huseyin2019-09-27.0029.fcs,2019-09-27,CC118λPir,1818,pSeva221,30
Huseyin2019-09-27.0030.fcs,2019-09-27,CC118λPir,1818,pSeva221,40
Huseyin2019-09-27.0031.fcs,2019-09-27,CC118λPir,1818,pSeva221,70
Huseyin2019-09-27.0032.fcs,2019-09-27,CC118λPir,1818,pSeva221,100
Huseyin2019-09-27.0033.fcs,2019-09-27,CC118λPir,1818,pSeva221,200
Huseyin2019-09-27.0034.fcs,2019-09-27,CC118λPir,1818,pSeva221,500
Huseyin2019-09-27.0035.fcs,2019-09-27,CC118λPir,1818,pSeva221,1000
Huseyin2019-09-27.0036.fcs,2019-09-27,CC118λPir,1818,pSeva221,2000
Huseyin2019-09-27.0037.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,0
Huseyin2019-09-27.0038.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,5
Huseyin2019-09-27.0039.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,10
Huseyin2019-09-27.0040.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,20
Huseyin2019-09-27.0041.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,30
Huseyin2019-09-27.0042.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,40
Huseyin2019-09-27.0043.fcs,2019-09-27,CC118λPir,AmeR-F1,pSeva221,70
