,filename,date,strain,plasmid,backbone,iptg_concentration,median
1729,Huseyin2019-10-04.0002.fcs,2019-10-04,KT 2440,1201,pSeva251,5,0.968082070350647
1730,Huseyin2019-10-04.0003.fcs,2019-10-04,KT 2440,1201,pSeva251,10,0.9846985340118408
1731,Huseyin2019-10-04.0004.fcs,2019-10-04,KT 2440,1201,pSeva251,20,0.9849352836608887
1732,Huseyin2019-10-04.0005.fcs,2019-10-04,KT 2440,1201,pSeva251,30,0.9788541793823242
1733,Huseyin2019-10-04.0006.fcs,2019-10-04,KT 2440,1201,pSeva251,40,1.0077996253967285
1734,Huseyin2019-10-04.0007.fcs,2019-10-04,KT 2440,1201,pSeva251,70,0.9368380904197693
1735,Huseyin2019-10-04.0008.fcs,2019-10-04,KT 2440,1201,pSeva251,100,1.007532000541687
1736,Huseyin2019-10-04.0009.fcs,2019-10-04,KT 2440,1201,pSeva251,200,0.9760789275169373
1737,Huseyin2019-10-04.0010.fcs,2019-10-04,KT 2440,1201,pSeva251,500,0.8623673319816589
1738,Huseyin2019-10-04.0011.fcs,2019-10-04,KT 2440,1201,pSeva251,1000,0.8300430774688721
1739,Huseyin2019-10-04.0012.fcs,2019-10-04,KT 2440,1201,pSeva251,2000,0.896603524684906
1740,Huseyin2019-10-04.0013.fcs,2019-10-04,KT 2440,1717,pSeva251,0,34.6645393371582
1741,Huseyin2019-10-04.0014.fcs,2019-10-04,KT 2440,1717,pSeva251,5,25.37774085998535
1742,Huseyin2019-10-04.0015.fcs,2019-10-04,KT 2440,1717,pSeva251,10,27.617610931396484
1743,Huseyin2019-10-04.0016.fcs,2019-10-04,KT 2440,1717,pSeva251,20,25.601036071777344
1744,Huseyin2019-10-04.0017.fcs,2019-10-04,KT 2440,1717,pSeva251,30,27.099058151245117
1745,Huseyin2019-10-04.0018.fcs,2019-10-04,KT 2440,1717,pSeva251,40,24.556175231933594
1746,Huseyin2019-10-04.0019.fcs,2019-10-04,KT 2440,1717,pSeva251,70,30.26597785949707
1747,Huseyin2019-10-04.0020.fcs,2019-10-04,KT 2440,1717,pSeva251,100,25.864646911621094
1748,Huseyin2019-10-04.0021.fcs,2019-10-04,KT 2440,1717,pSeva251,200,27.86354637145996
1749,Huseyin2019-10-04.0022.fcs,2019-10-04,KT 2440,1717,pSeva251,500,29.250818252563477
1750,Huseyin2019-10-04.0023.fcs,2019-10-04,KT 2440,1717,pSeva251,1000,26.937511444091797
1751,Huseyin2019-10-04.0024.fcs,2019-10-04,KT 2440,1717,pSeva251,2000,30.13943862915039
1752,Huseyin2019-10-04.0025.fcs,2019-10-04,KT 2440,1818,pSeva251,0,0.9329550266265869
1753,Huseyin2019-10-04.0026.fcs,2019-10-04,KT 2440,1818,pSeva251,5,0.8319298624992371
1754,Huseyin2019-10-04.0027.fcs,2019-10-04,KT 2440,1818,pSeva251,10,0.8762814402580261
1755,Huseyin2019-10-04.0028.fcs,2019-10-04,KT 2440,1818,pSeva251,20,0.8517556190490723
1756,Huseyin2019-10-04.0029.fcs,2019-10-04,KT 2440,1818,pSeva251,30,0.8833562135696411
1757,Huseyin2019-10-04.0030.fcs,2019-10-04,KT 2440,1818,pSeva251,40,0.8801702857017517
1758,Huseyin2019-10-04.0031.fcs,2019-10-04,KT 2440,1818,pSeva251,70,0.9745467901229858
1759,Huseyin2019-10-04.0032.fcs,2019-10-04,KT 2440,1818,pSeva251,100,1.1184108257293701
1760,Huseyin2019-10-04.0033.fcs,2019-10-04,KT 2440,1818,pSeva251,200,1.8551400899887085
1761,Huseyin2019-10-04.0034.fcs,2019-10-04,KT 2440,1818,pSeva251,500,4.842645645141602
1762,Huseyin2019-10-04.0035.fcs,2019-10-04,KT 2440,1818,pSeva251,1000,8.369366645812988
1763,Huseyin2019-10-04.0036.fcs,2019-10-04,KT 2440,1818,pSeva251,2000,15.086791038513184
1764,Huseyin2019-10-04.0037.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,0,96.99694061279297
1765,Huseyin2019-10-04.0038.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,5,76.4098892211914
1766,Huseyin2019-10-04.0039.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,10,71.15496063232422
1767,Huseyin2019-10-04.0040.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,20,71.07443237304688
1768,Huseyin2019-10-04.0041.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,30,73.53910827636719
1769,Huseyin2019-10-04.0042.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,40,68.556396484375
1770,Huseyin2019-10-04.0043.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,70,82.13725280761719
1771,Huseyin2019-10-04.0044.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,100,83.16378784179688
1772,Huseyin2019-10-04.0045.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,200,75.46475219726562
1773,Huseyin2019-10-04.0046.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,500,75.79217529296875
1774,Huseyin2019-10-04.0047.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,1000,87.34989166259766
1775,Huseyin2019-10-04.0048.fcs,2019-10-04,KT 2440,AmeR-F1,pSeva251,2000,88.42915344238281
1776,Huseyin2019-10-04.0049.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,0,7.830812454223633
1777,Huseyin2019-10-04.0050.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,5,7.215122222900391
1778,Huseyin2019-10-04.0051.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,10,6.946141242980957
1779,Huseyin2019-10-04.0052.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,20,7.013879776000977
1780,Huseyin2019-10-04.0053.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,30,7.106746673583984
1781,Huseyin2019-10-04.0054.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,40,7.741231918334961
1782,Huseyin2019-10-04.0055.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,70,7.590930938720703
1783,Huseyin2019-10-04.0056.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,100,7.5810418128967285
1784,Huseyin2019-10-04.0057.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,200,7.44602108001709
1785,Huseyin2019-10-04.0058.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,500,6.909481525421143
1786,Huseyin2019-10-04.0059.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,1000,5.445011615753174
1787,Huseyin2019-10-04.0060.fcs,2019-10-04,KT 2440,AmtR-A1,pSeva251,2000,4.188968181610107
1788,Huseyin2019-10-04.0061.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,0,0.8679024577140808
1789,Huseyin2019-10-04.0062.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,5,0.8369196653366089
1790,Huseyin2019-10-04.0063.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,10,0.8402130007743835
1791,Huseyin2019-10-04.0064.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,20,0.8296070694923401
1792,Huseyin2019-10-04.0065.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,30,0.8150258660316467
1793,Huseyin2019-10-04.0066.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,40,0.8547875881195068
1794,Huseyin2019-10-04.0067.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,70,0.8624941110610962
1795,Huseyin2019-10-04.0068.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,100,0.8492467999458313
1796,Huseyin2019-10-04.0069.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,200,0.8402199149131775
1797,Huseyin2019-10-04.0070.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,500,0.8453142642974854
1798,Huseyin2019-10-04.0071.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,1000,0.8182247877120972
1799,Huseyin2019-10-04.0072.fcs,2019-10-04,KT 2440,BetI-E1,pSeva251,2000,0.8294970989227295
1800,Huseyin2019-10-04.0073.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,0,1.4405505657196045
1801,Huseyin2019-10-04.0074.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,5,1.4605920314788818
1802,Huseyin2019-10-04.0075.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,10,1.4270713329315186
1803,Huseyin2019-10-04.0076.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,20,1.3603887557983398
1804,Huseyin2019-10-04.0077.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,30,1.2686092853546143
1805,Huseyin2019-10-04.0078.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,40,1.3437860012054443
1806,Huseyin2019-10-04.0079.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,70,1.3342524766921997
1807,Huseyin2019-10-04.0080.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,100,1.342574954032898
1808,Huseyin2019-10-04.0081.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,200,1.3301808834075928
1809,Huseyin2019-10-04.0082.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,500,1.3064446449279785
1810,Huseyin2019-10-04.0083.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,1000,1.2410281896591187
1811,Huseyin2019-10-04.0084.fcs,2019-10-04,KT 2440,BM3R1-B2,pSeva251,2000,1.1377959251403809
1812,Huseyin2019-10-04.0085.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,0,14.666885375976562
1813,Huseyin2019-10-04.0086.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,5,12.440929412841797
1814,Huseyin2019-10-04.0087.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,10,13.013153076171875
1815,Huseyin2019-10-04.0088.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,20,13.128626823425293
1816,Huseyin2019-10-04.0089.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,30,12.874011993408203
1817,Huseyin2019-10-04.0090.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,40,13.357682228088379
1818,Huseyin2019-10-04.0091.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,70,15.284669876098633
1819,Huseyin2019-10-04.0092.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,100,14.246905326843262
1820,Huseyin2019-10-04.0093.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,200,16.292369842529297
1821,Huseyin2019-10-04.0094.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,500,15.751218795776367
1822,Huseyin2019-10-04.0095.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,1000,15.866336822509766
1823,Huseyin2019-10-04.0096.fcs,2019-10-04,KT 2440,BM3R1-B3,pSeva251,2000,15.306976318359375
1824,Huseyin2019-10-04.0101.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,0,12.325844764709473
1825,Huseyin2019-10-04.0102.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,5,12.284911155700684
1826,Huseyin2019-10-04.0103.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,10,12.164349555969238
1827,Huseyin2019-10-04.0104.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,20,11.93177318572998
1828,Huseyin2019-10-04.0105.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,30,11.595155715942383
1829,Huseyin2019-10-04.0106.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,40,11.321067810058594
1830,Huseyin2019-10-04.0107.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,70,10.89848518371582
1831,Huseyin2019-10-04.0108.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,100,10.25262451171875
1832,Huseyin2019-10-04.0109.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,200,8.607799530029297
1833,Huseyin2019-10-04.0110.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,500,5.559290885925293
1834,Huseyin2019-10-04.0111.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,1000,2.7341225147247314
1835,Huseyin2019-10-04.0112.fcs,2019-10-04,KT 2440,HIyIIR-H1,pSeva251,2000,1.3734166622161865
1836,Huseyin2019-10-04.0113.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,0,37.026424407958984
1837,Huseyin2019-10-04.0114.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,5,33.017330169677734
1838,Huseyin2019-10-04.0115.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,10,34.12230682373047
1839,Huseyin2019-10-04.0116.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,20,32.23923873901367
1840,Huseyin2019-10-04.0117.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,30,29.05638313293457
1841,Huseyin2019-10-04.0118.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,40,31.73593521118164
1842,Huseyin2019-10-04.0119.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,70,31.492158889770508
1843,Huseyin2019-10-04.0120.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,100,31.40550994873047
1844,Huseyin2019-10-04.0121.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,200,29.06992530822754
1845,Huseyin2019-10-04.0122.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,500,23.4465389251709
1846,Huseyin2019-10-04.0123.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,1000,17.203998565673828
1847,Huseyin2019-10-04.0124.fcs,2019-10-04,KT 2440,lcaRA-I1,pSeva251,2000,11.211844444274902
1848,Huseyin2019-10-04.0125.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,0,0.9392775893211365
1849,Huseyin2019-10-04.0126.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,5,0.8875138759613037
1850,Huseyin2019-10-04.0127.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,10,0.8500398993492126
1851,Huseyin2019-10-04.0128.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,20,0.8594062328338623
1852,Huseyin2019-10-04.0129.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,30,0.8198710083961487
1853,Huseyin2019-10-04.0130.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,40,0.8342754244804382
1854,Huseyin2019-10-04.0131.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,70,0.8173279762268066
1855,Huseyin2019-10-04.0132.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,100,0.8695440292358398
1856,Huseyin2019-10-04.0133.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,200,0.8577103614807129
1857,Huseyin2019-10-04.0134.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,500,0.8324314951896667
1858,Huseyin2019-10-04.0135.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,1000,0.8263554573059082
1859,Huseyin2019-10-04.0136.fcs,2019-10-04,KT 2440,LitR-L1,pSeva251,2000,0.8533323407173157
1860,Huseyin2019-10-04.0137.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,0,11.705755233764648
1861,Huseyin2019-10-04.0138.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,5,11.57121467590332
1862,Huseyin2019-10-04.0139.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,10,11.213715553283691
1863,Huseyin2019-10-04.0140.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,20,11.31775188446045
1864,Huseyin2019-10-04.0141.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,30,11.388649940490723
1865,Huseyin2019-10-04.0142.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,40,10.69497299194336
1866,Huseyin2019-10-04.0143.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,70,10.539365768432617
1867,Huseyin2019-10-04.0144.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,100,9.387088775634766
1868,Huseyin2019-10-04.0145.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,200,7.369634628295898
1869,Huseyin2019-10-04.0146.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,500,5.055525779724121
1870,Huseyin2019-10-04.0147.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,1000,4.081788063049316
1871,Huseyin2019-10-04.0148.fcs,2019-10-04,KT 2440,LmrA-N1,pSeva251,2000,3.551969051361084
1872,Huseyin2019-10-04.0149.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,0,93.4237289428711
1873,Huseyin2019-10-04.0150.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,5,89.97245788574219
1874,Huseyin2019-10-04.0151.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,10,89.32537841796875
1875,Huseyin2019-10-04.0152.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,20,85.75225830078125
1876,Huseyin2019-10-04.0153.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,30,86.06151580810547
1877,Huseyin2019-10-04.0154.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,40,89.40350341796875
1878,Huseyin2019-10-04.0155.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,70,90.27220153808594
1879,Huseyin2019-10-04.0156.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,100,98.74530029296875
1880,Huseyin2019-10-04.0157.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,200,89.36217498779297
1881,Huseyin2019-10-04.0158.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,500,85.95124816894531
1882,Huseyin2019-10-04.0159.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,1000,80.17530059814453
1883,Huseyin2019-10-04.0160.fcs,2019-10-04,KT 2440,PhIF-Pone,pSeva251,2000,82.172119140625
1884,Huseyin2019-10-04.0161.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,0,100.6182632446289
1885,Huseyin2019-10-04.0162.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,5,84.1258544921875
1886,Huseyin2019-10-04.0163.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,10,86.33535766601562
1887,Huseyin2019-10-04.0164.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,20,87.71564483642578
1888,Huseyin2019-10-04.0165.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,30,84.93589782714844
1889,Huseyin2019-10-04.0166.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,40,93.41477966308594
1890,Huseyin2019-10-04.0167.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,70,97.03981018066406
1891,Huseyin2019-10-04.0168.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,100,85.37120819091797
1892,Huseyin2019-10-04.0169.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,200,81.94636535644531
1893,Huseyin2019-10-04.0170.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,500,72.09336853027344
1894,Huseyin2019-10-04.0171.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,1000,62.12531661987305
1895,Huseyin2019-10-04.0172.fcs,2019-10-04,KT 2440,PhIF-P2,pSeva251,2000,46.267635345458984
1896,Huseyin2019-10-04.0173.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,0,8.471783638000488
1897,Huseyin2019-10-04.0174.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,5,6.50137186050415
1898,Huseyin2019-10-04.0175.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,10,5.885443687438965
1899,Huseyin2019-10-04.0176.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,20,9.83647632598877
1900,Huseyin2019-10-04.0177.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,30,6.505099296569824
1901,Huseyin2019-10-04.0178.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,40,6.310347557067871
1902,Huseyin2019-10-04.0179.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,70,6.210180759429932
1903,Huseyin2019-10-04.0180.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,100,8.537059783935547
1904,Huseyin2019-10-04.0181.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,200,7.653453826904297
1905,Huseyin2019-10-04.0182.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,500,8.884340286254883
1906,Huseyin2019-10-04.0183.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,1000,7.820615768432617
1907,Huseyin2019-10-04.0184.fcs,2019-10-04,KT 2440,PsrA-R1,pSeva251,2000,9.46790885925293
1908,Huseyin2019-10-04.0185.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,0,19.65294075012207
1909,Huseyin2019-10-04.0186.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,5,20.648235321044922
1910,Huseyin2019-10-04.0187.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,10,20.475215911865234
1911,Huseyin2019-10-04.0188.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,20,20.526309967041016
1912,Huseyin2019-10-04.0189.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,30,21.475120544433594
1913,Huseyin2019-10-04.0190.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,40,21.27964973449707
1914,Huseyin2019-10-04.0191.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,70,21.306167602539062
1915,Huseyin2019-10-04.0192.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,100,21.815509796142578
1916,Huseyin2019-10-04.0193.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,200,19.147579193115234
1917,Huseyin2019-10-04.0194.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,500,16.31584930419922
1918,Huseyin2019-10-04.0195.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,1000,12.589157104492188
1919,Huseyin2019-10-04.0196.fcs,2019-10-04,KT 2440,QacR-Q1,pSeva251,2000,8.13774299621582
1920,Huseyin2019-10-04.0201.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,0,3.319025993347168
1921,Huseyin2019-10-04.0202.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,5,3.1013360023498535
1922,Huseyin2019-10-04.0203.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,10,3.028400421142578
1923,Huseyin2019-10-04.0204.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,20,2.8420848846435547
1924,Huseyin2019-10-04.0205.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,30,2.863490343093872
1925,Huseyin2019-10-04.0206.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,40,2.7232747077941895
1926,Huseyin2019-10-04.0207.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,70,2.5675113201141357
1927,Huseyin2019-10-04.0208.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,100,2.516242265701294
1928,Huseyin2019-10-04.0209.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,200,2.2263059616088867
1929,Huseyin2019-10-04.0210.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,500,1.7433449029922485
1930,Huseyin2019-10-04.0211.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,1000,1.28900945186615
1931,Huseyin2019-10-04.0212.fcs,2019-10-04,KT 2440,SrpR-S1,pSeva251,2000,1.1415586471557617
1932,Huseyin2019-10-04.0213.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,0,8.157661437988281
1933,Huseyin2019-10-04.0214.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,5,7.4562530517578125
1934,Huseyin2019-10-04.0215.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,10,6.6263275146484375
1935,Huseyin2019-10-04.0216.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,20,6.412247657775879
1936,Huseyin2019-10-04.0217.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,30,6.061293601989746
1937,Huseyin2019-10-04.0218.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,40,6.845257759094238
1938,Huseyin2019-10-04.0219.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,70,5.847167015075684
1939,Huseyin2019-10-04.0220.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,100,6.398143291473389
1940,Huseyin2019-10-04.0221.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,200,5.709549427032471
1941,Huseyin2019-10-04.0222.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,500,4.8946404457092285
1942,Huseyin2019-10-04.0223.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,1000,3.8388826847076416
1943,Huseyin2019-10-04.0224.fcs,2019-10-04,KT 2440,SrpR-S4,pSeva251,2000,2.3880176544189453
